osm_id,osm_type,name,building,height,height_m,building:levels,estimated_height,height_source,height_note,category,centroid_lat,centroid_lon,geometry_status,tags,geometry
188600671,way,图书馆,yes,,,,,missing,缺少高度和楼层数信息,missing_height_and_levels,39.950709726872034,116.3373177144966,ok,"{""amenity"": ""library"", ""building"": ""yes"", ""name"": ""图书馆"", ""name:zh"": ""图书馆"", ""name:zh-Hans"": ""图书馆"", ""name:zh-Hant"": ""图书馆""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3369697, 39.9506909], [116.3369858, 39.9505799], [116.3373613, 39.9504195], [116.3374472, 39.9504319], [116.3374941, 39.9504931], [116.3375759, 39.9504606], [116.3376872, 39.9504808], [116.3377476, 39.950547], [116.3377194, 39.9506329], [116.3376242, 39.9506786], [116.3376872, 39.9507275], [116.3376604, 39.9508303], [116.337592, 39.9508678], [116.3375169, 39.9508636], [116.3374136, 39.9509085], [116.3373828, 39.9509665], [116.337313, 39.9510035], [116.3372004, 39.950987], [116.3371467, 39.9509377], [116.3370877, 39.9509706], [116.336959, 39.9509541], [116.3369, 39.9508801], [116.3369214, 39.9507814], [116.3370234, 39.9507526], [116.3369697, 39.9506909]]]}"
265006297,way,东区食堂,yes,,,2,6.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.9470771222896,116.33998112727969,ok,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""building:levels"": ""2"", ""name"": ""东区食堂"", ""opening_hours"": ""9:00-21:00""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3398379, 39.9473287], [116.3396496, 39.9471662], [116.3396607, 39.9470209], [116.3399659, 39.9468545], [116.340215, 39.9468794], [116.3403065, 39.9469609], [116.3402933, 39.9471199], [116.3400892, 39.9472781], [116.3399543, 39.9472618], [116.3398379, 39.9473287]]]}"
265006298,way,东区体育馆,yes,,,1,3.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.94666469661447,116.339474426067,ok,"{""building"": ""yes"", ""building:levels"": ""1"", ""name"": ""东区体育馆""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3396886, 39.9467645], [116.3397013, 39.946583], [116.3392602, 39.9465649], [116.3392476, 39.9467464], [116.3396886, 39.9467645]]]}"
276198652,way,16号学生公寓,apartments,,,6,18.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.95216478193049,116.33717933957088,ok,"{""building"": ""apartments"", ""building:levels"": ""6"", ""name"": ""16号学生公寓"", ""name:zh"": ""16号学生公寓"", ""name:zh-Hans"": ""16号学生公寓"", ""name:zh-Hant"": ""16號學生公寓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3367717, 39.9521792], [116.3368148, 39.9520242], [116.3375869, 39.9521503], [116.3375438, 39.9523054], [116.3367717, 39.9521792]]]}"
276198748,way,学生一食堂,yes,,,3,9.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.951800668806804,116.33730971809479,ok,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""building:levels"": ""3"", ""fast_food"": ""cafeteria"", ""name"": ""学生一食堂"", ""name:zh"": ""学生一食堂"", ""name:zh-Hans"": ""学生一食堂"", ""name:zh-Hant"": ""學生一食堂""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3369555, 39.9518843], [116.3370565, 39.9515907], [116.3376624, 39.9516754], [116.3375976, 39.9519967], [116.3369669, 39.9519383], [116.3369555, 39.9518843]]]}"
276198818,way,18号学生公寓,apartments,,,6,18.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.951451172309596,116.3374041969287,ok,"{""building"": ""apartments"", ""building:levels"": ""6"", ""name"": ""18号学生公寓"", ""name:zh"": ""18号学生公寓"", ""name:zh-Hans"": ""18号学生公寓"", ""name:zh-Hant"": ""18號學生公寓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3370355, 39.9514242], [116.3370565, 39.9513555], [116.3370927, 39.9513672], [116.3371174, 39.9512942], [116.3373918, 39.9513453], [116.337409, 39.9513278], [116.3377653, 39.9513818], [116.33771, 39.9516082], [116.3371936, 39.951541], [116.3370584, 39.9515089], [116.3370355, 39.9514242]]]}"
276198844,way,第八教学楼,school,,,6,18.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.95129524938944,116.33627313165067,ok,"{""building"": ""school"", ""building:levels"": ""6"", ""name"": ""第八教学楼"", ""name:zh"": ""第八教学楼"", ""name:zh-Hans"": ""第八教学楼"", ""name:zh-Hant"": ""第八教學樓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3359308, 39.9513092], [116.3359632, 39.9511828], [116.3366155, 39.9512813], [116.336583, 39.9514077], [116.3359308, 39.9513092]]]}"
276198909,way,思源东楼,school,,,,,missing,缺少高度和楼层数信息,missing_height_and_levels,39.950217249999994,116.33565975,ok,"{""building"": ""school"", ""name"": ""思源东楼"", ""name:zh"": ""思源东楼"", ""name:zh-Hans"": ""思源东楼"", ""name:zh-Hant"": ""思源東樓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3353249, 39.9500458], [116.3360552, 39.9501589], [116.3359946, 39.9503887], [116.3352643, 39.9502756], [116.3353249, 39.9500458]]]}"
276199032,way,科学会堂,school,,,,,missing,缺少高度和楼层数信息,missing_height_and_levels,39.95050945310306,116.33563082077102,ok,"{""building"": ""school"", ""name"": ""科学会堂"", ""name:zh"": ""科学会堂"", ""name:zh-Hans"": ""科学会堂"", ""name:zh-Hant"": ""科學會堂""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3353294, 39.9505839], [116.3354054, 39.950339], [116.3359322, 39.950435], [116.3358563, 39.9506799], [116.3353294, 39.9505839]]]}"
276199049,way,思源楼,school,,,13,39.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.95016605,116.33466974999999,ok,"{""building"": ""school"", ""building:levels"": ""13"", ""name"": ""思源楼"", ""name:zh"": ""思源楼"", ""name:zh-Hans"": ""思源楼"", ""name:zh-Hant"": ""思源樓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3341747, 39.9503157], [116.3343108, 39.9498649], [116.3351648, 39.9500164], [116.3350287, 39.9504672], [116.3341747, 39.9503157]]]}"
276199074,way,思源西楼,school,,,6,18.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.94990335,116.33375629999999,ok,"{""building"": ""school"", ""building:levels"": ""6"", ""name"": ""思源西楼"", ""name:zh"": ""思源西楼"", ""name:zh-Hans"": ""思源西楼"", ""name:zh-Hant"": ""思源西樓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3333431, 39.9499238], [116.333408, 39.9497317], [116.3341695, 39.9498829], [116.3341046, 39.950075], [116.3333431, 39.9499238]]]}"
276199644,way,信息中心,apartments,,,2,6.0,estimated_from_levels_3m_per_floor,估算高度（building:levels × 3 米），不是 OSM 真实 height,levels_only,39.9503379104038,116.33370621993772,ok,"{""building"": ""apartments"", ""building:levels"": ""2"", ""name"": ""信息中心"", ""name:zh"": ""信息中心"", ""name:zh-Hans"": ""信息中心"", ""name:zh-Hant"": ""信息中心""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3332378, 39.9503295], [116.3332708, 39.9502352], [116.3336054, 39.9503041], [116.3336522, 39.9501705], [116.334021, 39.9502465], [116.3339217, 39.9505299], [116.3336648, 39.950477], [116.3336843, 39.9504215], [116.3332736, 39.9503369], [116.3332378, 39.9503295]]]}"
276200624,way,15号学生公寓,apartments,,,,,missing,缺少高度和楼层数信息,missing_height_and_levels,39.94970295,116.33288399999999,ok,"{""building"": ""apartments"", ""name"": ""15号学生公寓"", ""name:zh"": ""15号学生公寓"", ""name:zh-Hans"": ""15号学生公寓"", ""name:zh-Hant"": ""15號學生公寓""}","{""type"": ""Polygon"", ""coordinates"": [[[116.3324991, 39.9496997], [116.3325419, 39.9495678], [116.3332689, 39.9497062], [116.3332261, 39.9498381], [116.3324991, 39.9496997]]]}"
